Brand,post_id,post_date,post_caption,clean_comments,sentiment_analysis,Normalized_Likes,Normalized_Comments,sentiment_score,comment_count,post_likes,Normalized_sentiment_score,Likes_Bin,Comments_Bin,Sentiment_Bin,Normalized_Likes_Bin,Normalized_Comments_Bin,Normalized_Sentiment_Bin,is_trendy
pullandbear,3400976136886581115,2024-06-29 07:59:30,Shhh... It’s jorts turn! 🫰,"['When do you guys restock?', 'عالی😍🔥', 'Dont buy in the app they are selling clothes without stock and after don’t return your money.', '👏👏🔥🔥', '❤️❤️❤️❤️', 'Hi could you please restock Cowboy buckle belt (size ) in Turkey? 🤍', '✨🌟✨', '❤️❤️❤️', '❤️❤️❤️❤️', 'never buy on the pull and bear site they are thieves you return the item and you are not refunded']","['neutral', 'positive', 'negative', 'positive', 'positive', 'neutral', 'positive', 'positive', 'positive', 'negative']",0.2665277777777777,0.6410256410256411,0.3999999999999999,10,1919,0.03448066732546062,1000-2000,10-20,0.25-0.5,0.25-0.5,0.5-0.75,0.0-0.25,0
pullandbear,3400262309178016169,2024-06-28 08:21:15,The #pullandbearcommunity wears what make them proud 💖,"['Proud to love is such a cute slogan!! I would totally wear a shirt with that on it🤍', 'When will this collection be available In Romania?', 'ناااایس😍', 'Dont buy in the app they are selling clothes without stock and after don’t return your money.', 'Wow😍', 'Love is love 💗', '👏', 'Stunning 🔥🙌', 'Love is Love❤️', 'اصحي للخواجات', '🤝', 'Estas roupas tenhem na loja 😍😍', ' check DM']","['positive', 'neutral', 'positive', 'negative', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'positive', 'positive', 'neutral']",0.3584722222222222,0.8333333333333334,0.6153846153846154,13,2581,0.24986528271007613,2000-5000,10-20,0.5-0.75,0.25-0.5,0.75-1.0,0.0-0.25,0
pullandbear,3399526685911343246,2024-06-27 08:00:01,SweetTasteWD 🍒 by @rocksrollscandy,"['What this has to do with fashion and your brand?', 'i love when brands get creative and give artists platforms man', 'NEW DROP!!!🔥🔥🔥', 'I love this😍👏', 'Love 🙌', 'Hola pull&bear', 'What if you know, this is oil lamp candy, a candy that has been sticking for years in Turkey', 'Dont buy in the app they are selling clothes without stock and after don’t return your money.🤬🤬', '👏👏👏', 'My teeth is hurting just by looking at it…….', 'How to apply to be your model?', '\U0001fae0🤤🔥', 'Voglio lavorare qui dentro 😍😍😍', 'Best ', 'Mandarnos carsmelitos a las tiendas ', 'Regáleme algo mejor', '🔥', '❤️', '🔥🔥', '🙄🤔🤔🤔 what this has to do with fashion and your brand… very silly', '❤️❤️', '❤️❤️❤️', '😍🍒🍒', '❤❤️❤️', 'Me lo como todos', '🍬💗🍬', 'Ok, you got me at 🍒🍒🍒', '❤️❤️', '🍒🍒🍒🍒🍒🍒🍒🍒🍒', '😮😮😮parece imposible 👏👏👏👏🍒🔥🔥🔥', 'Bizim ziyaret şekeri olmus', 'Gosh! I want some!!!! Sell it on line and in your shops!!!!', 'I need these candies in my Pull and Bear in Poland🍒🍒🍒❤️', 'I want it🍒😍']","['negative', 'positive', 'positive', 'positive', 'positive', 'neutral', 'neutral', 'negative', 'positive', 'negative', 'neutral', 'positive', 'positive', 'positive', 'neutral', 'negative', 'positive', 'positive', 'positive', 'negative', 'positive', 'positive', 'positive', 'positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'positive', 'positive', 'positive']",5.2475,2.17948717948718,0.5294117647058824,34,37782,0.16389243203134307,5000+,20-50,0.5-0.75,3+,2.0-2.25,0.0-0.25,1
pullandbear,3398808278056454848,2024-06-26 08:13:08,Is there anything more grammable than a green tie-dye dress? 🐉 @lululindinger,"['❤️💌❤️🍓', 'Phone number please', 'Imposible comprar por la página,solucionenlo por favor', 'Hello, would you mind stopping canceling all my orders? Its been twice, I ordered from you twice, its canceled and I dont even know why', 'never buy on the pull and bear site they are thieves you return the item and you are not refunded']","['positive', 'neutral', 'negative', 'negative', 'negative']",0.2404166666666666,0.3205128205128205,-0.3999999999999999,5,1731,-0.7655193326745392,1000-2000,5-10,-0.5--0.25,0-0.25,0.25-0.5,-1.0--0.75,0
pullandbear,3398079177846827340,2024-06-25 08:03:46,"When in doubt, check out what looks the #pullandbearcommunity would wear to a festival. Easy. 🌺","['😍😍', '👏', '😍😍😍😍', 'Unbelievable! I ordered on June th and still haven’t received my order.. the customer service is not responding. What a shame..', '🔥🔥🔥', '🔥🔥🔥', 'Are these jeans on pic  available in Stockholm store?', 'Do you guys do restocks?', '💙🤍', 'Cocooa 🔥🔥🔥🔥🔥❤️', 'Slaying']","['positive', 'positive', 'positive', 'negative', 'positive', 'positive', 'neutral', 'neutral', 'positive', 'positive', 'positive']",0.6313888888888889,0.7051282051282052,0.6363636363636364,11,4546,0.27084430368909707,2000-5000,10-20,0.5-0.75,0.5-0.75,0.5-0.75,0.25-0.5,0
pullandbear,3397352574657478153,2024-06-24 08:00:08,Some #ootd from @caterina.iannolo roll 🤳,"['Gorgeous as always ☺️', '😍😍', 'yezzz!! \U0001fa77\U0001fa77🧡🧡🌺🌺', 'these vibesss😍', 'Muy guapa esa chica', ') love to wear 😍😍😍', '😍😍😍', 'BE CARFUL PULL&BEAR IS SELLING CLOTHES WITHOUT STOCK AND DONT RETURN YOUR MONEY', '😍', 'Stunning 🔥🙌', '😍', '😮😮😮', 'Schuhgröße  😂😂😂', '❤️❤️', 'Big foot', '🔥🔥❤️❤️', 'The worst purchasing experience through the application. The amount was deducted and I did not find the order in my list. To recover my money, they asked for an account statement. Why should I show you my account statement to recover my money from you?', 'Salut Jennifer', '😍😍😍', '🔥', 'SC GIVE BACK MY MONEY. More of six months waiting because your  use your app to $teal the people', 'Alm la patita', 'We are manufacturers and suppliers of Fashion Leather Jackets🔥🔥🔥', 'Está se duerme de pie.... Madre mía la edición de la foto, le ha puesto dos traineras en los pies.', 'Omggggg .iannolo', 'Huge  Is shooting in the elevator amateurish?']","['positive', 'positive', 'positive', 'positive', 'neutral', 'positive', 'positive', 'negative', 'positive', 'positive', 'positive', 'neutral', 'neutral', 'positive', 'neutral', 'positive', 'negative', 'neutral', 'positive', 'neutral', 'negative', 'neutral', 'positive', 'negative', 'neutral', 'neutral']",1.3630555555555557,1.6666666666666667,0.3461538461538461,26,9814,-0.019365486520693198,5000+,20-50,0.25-0.5,1.25-1.5,1.5-1.75,-0.25-0.0,1
pullandbear,3396631510524379988,2024-06-23 08:07:30,"The more baggy the fit, the better ↔️","['Baggy fitss❤️❤️ especially on plus size guys too pls', '❤️❤️', '😍😍😍😍', 'The worst purchasing experience through the application. The amount was deducted and I did not find the order in my list. To recover my money, they asked for an account statement. Why should I show you my account statement to recover my money from you?', '❤️', 'Adoro', 'BE CARFUL PULL&BEAR IS SELLING CLOTHES WITHOUT STOCK AND DONT RETURN YOUR MONEY', '🔥']","['positive', 'positive', 'positive', 'negative', 'positive', 'positive', 'negative', 'positive']",0.2983333333333333,0.5128205128205129,0.5,8,2148,0.1344806673254607,2000-5000,5-10,0.5-0.75,0.25-0.5,0.5-0.75,0.0-0.25,0
pullandbear,3395905330716550674,2024-06-22 08:07:24,"PB Open House ⌂
Essential Summer Outfits by @eduardtorres7","['🤍👏🏼🖤', 'Cute❤️😘', '🔥👍', 'Great Outfit 🔥🙌', 'La peor y más pobre colección en años! Super decepcionante... Pocas piezas y súper aburridos 💔', 'Me encantan todos 😍😍😍', 'Wow', '\U0001faf6🏼', 'Niceee ❤', 'The knit 🤩', '🔥🔥🔥🔥🔥', '🔥', 'Negro en verano ? \U0001fae4', 'Baddest shoes ever ... I contacted your store here in Jordan and before  months and they want me to go to physical store!!!!! I live in a another city!!! Bad quality and bad service... I dont recommend this shoes brand']","['positive', 'positive', 'positive', 'positive', 'negative', 'positive', 'neutral', 'neutral', 'positive', 'positive', 'positive', 'positive', 'neutral', 'negative']",0.3427777777777778,0.8974358974358975,0.5,14,2468,0.1344806673254607,2000-5000,10-20,0.5-0.75,0.25-0.5,0.75-1.0,0.0-0.25,0
pullandbear,3395420730848260828,2024-06-21 16:01:54,"The lookbook. 🐎 
Cowboy Collection w/ @stellajones","['Its the boots for me ❤️', 'Que coleção incrível! Apaixonada ❤👏👏😍😍', '❤️❤️', 'Hermosaaa', 'Peccato che sia vestita da monta americana e ha tutte le attrezzature all’inglese! 🤦🏽\u200d♀️', '🔥🤒', 'QUIERO TODO🙌❤️👏', '❤️', 'We need the cow print boots in Mexico! 🇲🇽🤍🖤 not available yet 😪', 'girls name', 'I need to return something  from USA and there is no contact!!!', 'Stunning 🔥🙌', ') these I love to wear 😍😍']","['positive', 'positive', 'positive', 'positive', 'negative', 'neutral', 'positive', 'positive', 'neutral', 'neutral', 'negative', 'positive', 'positive']",0.6869444444444445,0.8333333333333334,0.4615384615384615,13,4946,0.09601912886392222,2000-5000,10-20,0.25-0.5,0.5-0.75,0.75-1.0,0.0-0.25,0
pullandbear,3395188173091196927,2024-06-21 08:19:51,Cowboy Collection w/ @stellajones 🤎,"['🤍🖤 I love it', 'Stunning', 'Hi there - do you have a customer service phone number? I ordered a gift card for Father’s Day that still hasn’t arrived', '🔥🔥🔥', 'How can I speak to someone about being refunded the wrong amount?', '❤️❤️', '🔥🔥🔥', '🔥🔥❤️❤️', 'When does summer sale begin? ☺️', ' 🔥']","['positive', 'positive', 'neutral', 'positive', 'negative', 'positive', 'positive', 'positive', 'neutral', 'positive']",0.3233333333333333,0.6410256410256411,0.6,10,2328,0.2344806673254607,2000-5000,10-20,0.5-0.75,0.25-0.5,0.5-0.75,0.0-0.25,0
pullandbear,3394513539970875652,2024-06-20 09:59:29,Cheering for the blokecore style 🏆,"['Love it!', 'Love', 'How can I speak to someone about being refunded the wrong amount?', 'Love everything 🌈', 'Code?', '😍😍', 'Rei of Light Menswear in Poetic Motion at Comme Des Garçons Hommes Plus', '$CAMMRS!!! Dont buy in the app they’re selling clothes without stock and after don’t give you back your money.', 'How would you combine these 👕?', 'Superb support from a clothing Manufacturer company', '😍😍', 'Stunning 🔥🙌', 'Pull&bear on 🔝 🔥', '😍🔥', '❤️❤️', 'Fire Jersey', 'Design by meee! I’m proud \U0001faf6']","['positive', 'positive', 'neutral', 'positive', 'neutral', 'positive', 'neutral', 'negative', 'neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']",0.5188888888888888,1.08974358974359,0.6470588235294118,17,3736,0.2815394908548725,2000-5000,10-20,0.5-0.75,0.5-0.75,1.0-1.25,0.25-0.5,0
pullandbear,3393728963069469629,2024-06-19 08:00:40,Checking in for summer 🛎️,"['❤️', 'Super cool campaign 🔥', 'missing item in my order. order came dirty, how do i contact??', 'PÉSSIMO! Não comprem nada nessa loja ! Comprei uma sandália, usei poucas vezes e ela pouco depois de  mês se partiu inteira… mandei email, mandei fotos, mandei o comprovante de transação e eles disseram que sem o recibo não poderiam fazer nada.  Entao guardem os recibos por que pela qualidade dos produtos vocês precisaram trocar tudo em pouco mais de um mês.👎🏼', 'When do the summer discounts start?', '😍😍', 'How can I order from website to Azerbaijan?', '😍', '❤️🔥🔥🔥', 'Im tired of being a millionaire, I want to do good deeds', 'DONT BUY IN THE APP THEY’RE SELLING CLOTHES WITHOUT STOCK AND DONT RETURN YOUR MONEY!!']","['positive', 'positive', 'negative', 'negative', 'neutral', 'positive', 'neutral', 'positive', 'positive', 'neutral', 'negative']",0.3788888888888889,0.7051282051282052,0.1818181818181818,11,2728,-0.1837011508563575,2000-5000,10-20,0.0-0.25,0.25-0.5,0.5-0.75,-0.25-0.0,0
pullandbear,3393071442776393691,2024-06-18 10:14:17,On summer days everybody wants… 🌴🌊🥥,"['🙌', 'Sublime', '@ edwardchung comment😄', 'Don’t order from the website, they are not issuing refunds and customer contact is a shame.', 'The cherry kini\U0001fae3💌🍒🤍', '❤️❤️❤️', 'Don’t buy in the app they are selling clothes without stock and after don’t return your money.', '😍😍', 'DON’T BUY ANYTHING FROM THIS BRAND ! BAD QUALITY AND NO RESPONSIBILITY!', ' ese delfín']","['positive', 'positive', 'neutral', 'negative', 'positive', 'positive', 'negative', 'positive', 'negative', 'neutral']",1.6177777777777778,0.6410256410256411,0.2,10,11648,-0.16551933267453928,5000+,10-20,0.0-0.25,1.5-1.75,0.5-0.75,-0.25-0.0,1
pullandbear,3392310226923636254,2024-06-17 09:02:42,"PB Open House ⌂
Summer Looks by @ariadnatb","['When are the knee high leather boots in sand restocking??', 'The tops omg 😍😍😍', 'Qué pasada la nueva colección ✨🐚', 'I need help with an order but haven’t gotten a response…… can you please respond to me?', 'Adoro toda la colección 😍', 'Be careful and don’t buy in the app!! They are selling clothes without stock and don’t return your money. $cammrs', 'Qual a referência dos jeans? Obrigada', 'Can’t wait to try them 🤩', 'DON’T BUY ANYTHING FROM THIS BRAND ! BAD QUALITY AND NO RESPONSIBILITY!', '❤️ perfection🔥', 'Nos encantan los looks de verano de PB , Muy fans 🙂🌈❤', '😍😍😍', '🤝', 'Vaya cuadro 😅', 'Looks del verano pantalones largos 💀💀💀. Cómo se nota que no piensan en el sur de España', 'Hecha un cuadro hija👍🏽', '😑', 'Parece pordiosera']","['neutral', 'positive', 'positive', 'negative', 'positive', 'negative', 'neutral', 'positive', 'negative', 'positive', 'positive', 'positive', 'neutral', 'negative', 'negative', 'negative', 'negative', 'negative']",0.9873611111111112,1.153846153846154,-0.0555555555555555,18,7109,-0.42107488823009476,5000+,10-20,-0.25-0.0,0.75-1.0,1.0-1.25,-0.5--0.25,0
